permit_number,business_name,dba_name,street,city,state,zip,permit_type,status,issue_date
MO-S-20113,"BEVERAGE SOLUTIONS PARTNERS, LLC",,212 MILLWELL DR STE B,MARYLAND HEIGHTS,MO,63043,S,ACTIVE,
MO-S-20114,MUDDY BANKS BREWING COMPANY LLC,Muddy Banks Brewing Company,725 ACID MINE RD,SULLIVAN,MO,63080,S,ACTIVE,
MO-S-20117,"FRIENDSHIP BREWING COMPANY, LLC",,400 CROSSROADS BUSINESS PARK CT,FLINT HILL,MO,63385,S,ACTIVE,
MO-S-20118,CLASSIC TREND INC.,,1010 COUNTY LINE RD,SIKESTON,MO,63801,S,ACTIVE,
MO-S-20119,BUY THE DRINK LIMITED COMPANY,Hand in Glove / The W,6 1/2 SW 3RD ST,LEES SUMMIT,MO,64063,S,ACTIVE,
MO-S-20120,"4 HANDS BREWING COMPANY, LLC",,150 W ARGONNE AVE,KIRKWOOD,MO,63122,S,ACTIVE,
MO-S-20123,"FTD BRANSON, LLC",Full Throttle Distillery,111 E ATLANTIC ST,BRANSON,MO,65616,S,ACTIVE,
MO-S-20124,GOOD NEWS BREWING LLC,Good News Brewing Company,1121 N SECOND ST,ST. CHARLES,MO,63301,S,ACTIVE,
MO-S-20125,GOOD NEWS BREWING LLC,Good News Brewing Company,2886 S HIGHWAY 94,DEFIANCE,MO,63341,S,ACTIVE,
MO-S-20127,GOOD NEWS DEFIANCE LLC,Good News Brewing Company,5521 WATER ST,AUGUSTA,MO,63332,S,ACTIVE,
MO-S-20128,SAN LUIGI SPIRITS LLC,,2212 S JEFFERSON AVE,ST. LOUIS,MO,63104,S,ACTIVE,
MO-S-20129,THE BOTTOMS DISTILLING LLC,,6727 COUNTY RD 193,RHINELAND,MO,65069,S,ACTIVE,
MO-S-20132,"SHOW ME ETHANOL, LLC",,26530 24 HWY E,CARROLLTON,MO,64633,S,ACTIVE,
MO-S-20133,GOOD NEWS BREWING LLC,GOOD NEWS BREWING COMPANY,2603 WEST AVE,GROVER,MO,63040,S,ACTIVE,
MO-S-20135,"HERMANN FARM MUSEUM, INC.",RiverCliff Spirits,7 DANUSER DR,HERMANN,MO,65041,S,ACTIVE,
MO-S-20136,"ZUMBIEL BEVERAGE SERVICES, LLC",,1611 AIR PARK DR,FARMINGTON,MO,63640,S,ACTIVE,
MO-S-20137,"DAIRY FARMERS OF AMERICA, INC.","Dairy Farmers of American, LLC.",958 SHELTON ST,CABOOL,MO,65689,S,ACTIVE,
MO-S-20138,FALLEN BROTHERS CRAFTED SPIRITS LLC,,5513 WATER ST,AUGUSTA,MO,63332,S,ACTIVE,
MO-S-20139,ABC TAPROOM LLC,Alpha Brewing Company,4310 -4326 FYLER AVE,ST. LOUIS,MO,63116,S,ACTIVE,
MO-S-20140,BUSCH FAMILY BREWING AND DISTILLING LLC,,4151 BENNE RD,DEFIANCE,MO,63341,S,ACTIVE,
MO-S-20141,418 COMMONS LLC,Good News Brewing Ferguson,418 S FLORISSANT RD,SAINT LOUIS,MO,63135,S,ACTIVE,
MO-S-20142,SUBGENRE SPIRITS LLC,SUBGENRE SPIRITS,24747 MO-98,BOONVILLE,MO,65233,S,ACTIVE,
MO-S-20143,"KEG HOLDINGS, LLC",Urban Chestnut Brewing Company,4401-4465 MANCHESTER AVE,ST. LOUIS,MO,63110,S,ACTIVE,
MO-S-20144,GOOD NEWS BREWING LLC,Good News Brewing Company,131 S HIGH ST,JACKSON,MO,63755,S,ACTIVE,
MO-S-20145,"BRENNTAG MID-SOUTH, LLC",,139 E SOPER ST,ST LOUIS,MO,63111,S,ACTIVE,
MO-S-20146,"DAIRY FARMERS OF AMERICA, INC.",Dairy Farmers of America,3233 E CHESTNUT EXPY,SPRINGFIELD,MO,65802,S,ACTIVE,
MO-S-22,AUGUSTA WINE COMPANY,,201 MONTELLE DR,AUGUSTA,MO,63332,S,ACTIVE,
MS-S-20001,CHARBONEAU DISTILLERY LLC,Charboneau,617 JEFFERSON ST,NATCHEZ,MS,39120,S,ACTIVE,
MS-S-20003,"RICH GRAIN DISTILLING CO., LLC",Fine Southern Spirits,339 W PEACE ST,CANTON,MS,39046,S,ACTIVE,
MS-S-20004,CRITTENDEN DISTILLERY LLC,,19193 HIGHWAY 43,KILN,MS,39556,S,ACTIVE,
MS-S-20007,UNDERHILL FAMILY FARM L.L.C.,Circle Hook Distilling,12029 J MILLER RD STE A,GULFPORT,MS,39503,S,ACTIVE,
MS-S-20011,MUDDY WATERS DISTILLERY LLC,,187 BOHN ST,BILOXI,MS,39530,S,ACTIVE,
MS-S-20012,ROBINHOOD BREWING CO. LLC,,166 COUNTY ROAD 231 BLDG 2,IUKA,MS,38852,S,ACTIVE,
MS-S-20013,ROSEDALE QALICB MANAGER LLC,Rosedale Distilling Company,0 PERRY MARTIN RD,ROSEDALE,MS,38769,S,ACTIVE,
MS-S-20014,"RED PANTHER ENTERPRISES, INC.",,114 SILVER ST,OKOLONA,MS,38860,S,ACTIVE,
MT-S-15008,"WHISTLING ANDY, INC.","Whisting Andy, Inc.",8020 MT HIGHWAY 35,BIGFORK,MT,59911,S,ACTIVE,
MT-S-15010,"HEADFRAME SPIRITS, INC.",,21 S MONTANA ST,BUTTE,MT,59701,S,ACTIVE,
MT-S-15012,"HEADFRAME SPIRITS MANUFACTURING, INC.",Good Deeds Spirits / Mountain Consolidated Packaging,341 ANACONDA RD,BUTTE,MT,59701,S,ACTIVE,
MT-S-20010,RATTLESNAKE CREEK DISTILLERS,Rattlesnake Creek Distillers,2120 DIXON ST,MISSOULA,MT,59801,S,ACTIVE,
MT-S-20011,SPOTTED BEAR SPIRITS LLC,,503 RAILWAY ST STE A,WHITEFISH,MT,59937,S,ACTIVE,
MT-S-20014,"MONKEY JAY'S DISTILLERY, LLC",Monkey Jay's Distillery,465 ASH RD UNIT J,KALISPELL,MT,59901,S,ACTIVE,
MT-S-20016,"ROCKY MOUNTAIN SPIRITS, LLC",Vilya Spirits,101 E CENTER ST STE 104,KALISPELL,MT,59901,S,ACTIVE,
MT-S-20017,LICK CREEK LIQUOR LLC,Lick Creek Liquor,2323 HIGHWAY 93 S,HAMILTON,MT,59840,S,ACTIVE,
MT-S-20029,MONTANA WHISKEY COMPANY LLC,Montana Whiskey Co.,901 S 2ND ST W UNIT B,MISSOULA,MT,59801,S,ACTIVE,
MT-S-20031,"LOLO CREEK DISTILLERY, LLC",,11890 US HWY 93,LOLO,MT,59847,S,ACTIVE,
MT-S-20032,MEADOWLARK BREWING LLC,Meadowlark Spirits,3970 PIERCE PKWY,BILLINGS,MT,59106,S,ACTIVE,
MT-S-20033,MEADOWLARK BREWING LLC,Meadowlark Brewing,119 S CENTRAL AVE,SIDNEY,MT,59270,S,ACTIVE,
MT-S-20036,"MOUNTAIN WAVE DISTILLING, INC.","Mountain Wave Distilling, Inc.",313 CENTRAL AVE,GREAT FALLS,MT,59401,S,ACTIVE,
MT-S-20037,"BOTTLEWORKS OF MONTANA, LLC",FIREROOT DISTILLERY,5066 HOBLITT LN N STE B,FLORENCE,MT,59833,S,ACTIVE,
MT-S-20040,MECHANICAL ENTERPRISES CORP.,Farm Power Malt,101 RAINBOW AVE,POWER,MT,59468,S,ACTIVE,
MT-S-20041,"SWANSON'S SPIRITS, LLC",Swanson's Spirits,1775 MOUNTAIN VIEW ORCHARD RD,CORVALLIS,MT,59828,S,ACTIVE,
MT-S-20042,THE BADLANDER SPIRIT CO. LLC,Badlander Spirits,760 FLORENCE ST,HELENA,MT,59601,S,ACTIVE,
MT-S-20043,TERMINUS DISTILLING COMPANY LLC,,235 N IDAHO ST,DILLON,MT,59725,S,ACTIVE,
MT-S-20044,MOUNTAIN MONARCH DISTILLERS LLC,MOUNTAIN MONARCH DISTILLERS,1333 KAW AVE,BUTTE,MT,59701,S,ACTIVE,
MT-S-20045,MEILI HOLDINGS LLC,,195 HOMESTAKE DR,BOZEMAN,MT,59718,S,ACTIVE,
MT-S-20046,FLAGTWET ENTERPRISES LLC,Flagtwet Enterprises LLC,1091 TOBACCO RD,EUREKA,MT,59917,S,ACTIVE,
MT-S-20047,"HIGH MOUNTAIN DISTILLERY, LLC",Portal Rum Distillery,465 ASH RD UNIT P,KALISPELL,MT,59901,S,ACTIVE,
MT-S-20048,"FLATHEAD LAKE BREWING CO., INC.",Flatehad Lake Distilling Co.,116 HOLT DR STE B&C,BIGFORK,MT,59911,S,ACTIVE,
MT-S-20049,TABLE 62 LLC,,2134 US HWY 2 E,KALISPELL,MT,59901,S,ACTIVE,
MT-S-20050,MONTANA COPACK LLC,Montana Copack,760 FLORENCE ST,HELENA,MT,59601,S,ACTIVE,
MT-S-20051,"GALLY'S BREWING CO., LLC",Gally's Distillery,30 S CENTRAL AVE,HARLOWTON,MT,59405,S,ACTIVE,
NC-S-15004,THE MAUNEY GROUP LLC,SOUTHERN ARTISAN SPIRITS,1033 YORK RD,KINGS MOUNTAIN,NC,28086,S,ACTIVE,
NC-S-15005,"ENOCH WINERY, L.L.C.",ENOCH WINERY,3735 NC HIGHWAY 50,BENSON,NC,27504,S,ACTIVE,
NC-S-15010,"AZURE SKYE BEVERAGES, INC",,5253 OLD DOWD RD,CHARLOTTE,NC,28208,S,ACTIVE,
NC-S-15014,TOP SPIRITS LLC,TOP OF THE HILL DISTILLERY,505 W FRANKLIN ST,CHAPEL HILL,NC,27516,S,ACTIVE,
NC-S-15015,"TROY & SONS DISTILLERS, LLC",Asheville Distilling Company,"45 S FRENCH BROAD AVE., SUITE 105 &160",ASHEVILLE,NC,28813,S,ACTIVE,
NC-S-15016,"MOTHER EARTH BREWING, LLC",,302 MITCHELL ST,KINSTON,NC,28501,S,ACTIVE,
NC-S-15017,"HELMETS REQUIRED, LLC",Helmets Required,5781 MT. OLIVE CHURCH RD,MORGANTON,NC,28655,S,ACTIVE,
NC-S-15018,"LAWS DISTILLERY, INC.",,1889 GREASY CREEK RD,LENOIR,NC,28645,S,ACTIVE,
NC-S-15026,"TRAPHILL DISTILLERS, LLC",TRAPHILL DISTILLERS,2677 MOXLEY RD,HAYS,NC,28635,S,ACTIVE,
NC-S-20002,COVINGTON SPIRITS LLC,,310 KINGOLD BLVD,SNOW HILL,NC,28580,S,ACTIVE,
NC-S-20004,BROTHERS VILGALYS SPIRITS LLC,The Brothers Vilgalys Spirits Company,803 RAMSEUR ST UNIT D,DURHAM,NC,27701,S,ACTIVE,
NC-S-20005,"PETZOLD DISTILLERIES, LLC",,6461 HIGHWAY 212,MARSHALL,NC,28753,S,ACTIVE,
NC-S-20006,DIABLO DISTILLERIES LLC,,245 JIM PARKER RD STE B,JACKSONVILLE,NC,28546,S,ACTIVE,
NC-S-20007,STEVEN COX,Mayberry Distillery,461 N SOUTH ST,MOUNT AIRY,NC,27030,S,ACTIVE,
NC-S-20008,"THE TIPSY BEE, INC.",The Tipsy Bee Winery & Distillery,1764 LYMAN RD,CHINQUAPIN,NC,28521,S,ACTIVE,
NC-S-20009,"SCOTTS POINT DISTILLERY, LTD.",,1109 POST RD,BATH,NC,27808,S,ACTIVE,
NC-S-20010,"LOST COLONY SPIRITS, LLC",Sutler's Spirit Co.,840 MILL WORKS ST UNIT 120,WINSTON-SALEM,NC,27101,S,ACTIVE,
NC-S-20011,"DEVIL'S DISTILLERY, LLC",Fair Game Beverage Company,220 LORAX LN BLDG 193,PITTSBORO,NC,27312,S,ACTIVE,
NC-S-20012,"SCREAMING EAGLE DISTILLERS, LLC",Screaming Eagle Distillery,"843 NC 90, HIGHWAY E. STE 2",TAYLORSVILLE,NC,28681,S,ACTIVE,
NC-S-20013,"CAG FARMS, INC.",GREGORY VINEYARDS,275 BOWLING SPRING DR,ANGIER,NC,27501,S,ACTIVE,
NC-S-20014,"KITTY HAWK STILLS, LLC",FIRST FLIGHT VODKA,226 FORLINES RD UNIT G,GREENVILLE,NC,27858,S,ACTIVE,
NC-S-20015,"FOOTHILLS DISTILLERY, LLC",,300 THORNBURG DR SE STE A,CONOVER,NC,28613,S,ACTIVE,
NC-S-20019,"NEWCASTLE ASSETS, INC",Gambill Creek Distillers,1865 ROCK CREEK RD,NORTH WILKESBORO,NC,28659,S,ACTIVE,
NC-S-20026,RALEIGH RUM COMPANY LLC,,2660 - 136 DISCOVERY DR,RALEIGH,NC,27616,S,ACTIVE,
NC-S-20027,"DURHAM DISTILLERY, LLC",,711 & 715 WASHINGTON ST,DURHAM,NC,27701,S,ACTIVE,
NC-S-20031,"DOC PORTER'S DISTILLERY, LLC",,232 E PETERSON DR,CHARLOTTE,NC,28217,S,ACTIVE,
NC-S-20033,"CAROLINA BEVERAGE GROUP, LLC",,110 BARLEY PARK LN,MOORESVILLE,NC,28115,S,ACTIVE,
NC-S-20034,"ALLJUICE OPERATING, LLC",,352 JET ST,HENDERSONVILLE,NC,28792,S,ACTIVE,
NC-S-20035,"DRACO INVICTUS, LLC",Dragon Moonshine Company,516 E 15TH ST STE 14B,CHARLOTTE,NC,28206,S,ACTIVE,
NC-S-20036,PINE TOP DISTILLERY LLC,,1053 E WHITAKER MILL RD,RALEIGH,NC,27604,S,ACTIVE,
NC-S-20039,"DALTON DISTILLERY, LLC",,251 BILTMORE AVE BLDG 200,ASHEVILLE,NC,28801,S,ACTIVE,
NC-S-20042,LIZARD LICK BREWING AND DISTILLERY LLC,,138 E VANCE ST,ZEBULON,NC,27597,S,ACTIVE,
NC-S-20045,"HOLMAN DISTILLERY, LLC",Holman Distillery,385 HOSE RD,MORAVIAN FALLS,NC,28654,S,ACTIVE,
NC-S-20046,"CAROLINA SALOON DISTILLERY, INC.",,363 BERT WINSTON RD,YOUNGSVILLE,NC,27596,S,ACTIVE,
NC-S-20047,GOLD LEAF DISTILLING COMPANY,,690 BREWING DR,FUQUAY VARINA,NC,27526,S,ACTIVE,
NC-S-20054,"GRAYBEARD DISTILLERY, INC.",,4625 INDUSTRY LN,DURHAM,NC,27707,S,ACTIVE,
NC-S-20055,"THREE STACKS DISTILLING CO., LLC",,906 W ATLANTIC AVE STE 200,KINSTON,NC,28501,S,ACTIVE,
NC-S-20056,"APOTHECARY BEVERAGE COMPANY, INC.",,151 COXE AVE STE 10,ASHEVILLE,NC,28801,S,ACTIVE,
NC-S-20058,THE UNKNOWN BARRELWORKS LLC,,1327 S MINT ST,CHARLOTTE,NC,28203,S,ACTIVE,
NC-S-20061,"ELEVATED MOUNTAIN DISTILLING COMPANY, LLC",Elevated Mountain Distilling Company,3732 SOCO RD,MAGGIE VALLEY,NC,28751,S,ACTIVE,
NC-S-20066,SOULSHINE LLC,,3252 ROARING CREEK RD,NEWLAND,NC,28657,S,ACTIVE,
NC-S-20069,"INSTILL DISTILLING COMPANY, INC.",InStill Distilling,710 W MAIN ST STE 111,CLAYTON,NC,27520,S,ACTIVE,
NC-S-20070,"MASON INLET DISTILLERY, LLC",,6420 AMSTERDAM WAY STE G,WILMINGTON,NC,28405,S,ACTIVE,
NC-S-20073,"SLINGS AND ARROWS CRAFT SPIRITS, LLC",THE BUCKMINSTER SPIRIT CO,9 ELK PARK DR UNIT 712,ASHEVILLE,NC,28804,S,ACTIVE,
NC-S-20075,"DOODLE SASSER DISTILLING, LLC",Doodle Sasser,135 CUPPED OAK DR UNIT E-H,MATTHEWS,NC,28104,S,ACTIVE,
NC-S-20076,"APIARY DISTILLERY, LLC",,7097 MARKET ST EXT,WASHINGTON,NC,27889,S,ACTIVE,
NC-S-20078,EOD DISTILLERY LLC,"EOD Distillery, LLC",1815 CASTLE ST,WILMINGTON,NC,28403,S,ACTIVE,
NC-S-20079,EAGLE HOTEL DISTILLERY LLC,,11 N MAIN ST STE 7,MARION,NC,28752,S,ACTIVE,
NC-S-20080,MOMENTUM (WASHINGTON) LLC,The Hackney Distillery,192 W MAIN ST BLDG,WASHINGTON,NC,27889,S,ACTIVE,
NC-S-20081,"DAYTOON, INC.","Blue Shark Vodka, LLC.",6600 WINDMILL WAY BLDG 2,WILMINGTON,NC,28405,S,ACTIVE,
NC-S-20082,LINCOLN BREWING AND DISTILLING LLC,Lincoln Brewing & Distilling,8805 MIDWAY WEST RD,RALEIGH,NC,27617,S,ACTIVE,
NC-S-20083,"CHRISANG NB, LLC",Lazy Elm,523 DANNER RD,MOCKSVILLE,NC,27028,S,ACTIVE,
NC-S-20084,MCFARMS BLUEBERRIES LLC,,990 -B PINEVIEW CEMETERY RD,SEVEN SPRINGS,NC,28578,S,ACTIVE,
NC-S-20085,SOUTHERNTIME DISTILLING CO.,,3541 OLD HWY 11 S,DEEP RUN,NC,28525,S,ACTIVE,
NC-S-20088,"SCRAPYARD, LLC",RYE KNOT,868 MERRIMON AVE STE 8,ASHEVILLE,NC,28804,S,ACTIVE,
NC-S-20090,HIBERNIA DISTILLING COMPANY LLC,Great Wagon Road Distilling Company,2054 WILSHIRE CT SW UNIT D,CONCORD,NC,28025,S,ACTIVE,
NC-S-20091,"CARVER FAMILY DISTILLING CO., LLC",,314 N CROSS ST UNIT A,MARSHVILLE,NC,28103,S,ACTIVE,
NC-S-20092,WHISTLE CALL LLLP,Cedar Mountain Moonshine,10754 GREENVILLE HIGHWAY,CEDAR MOUNTAIN,NC,28718,S,ACTIVE,
NC-S-20093,"SKLAR BOV SOLUTIONS, INC",,1243 E GARNER BAGNAL BLVD,STATESVILLE,NC,28677,S,ACTIVE,
NC-S-20095,BLU DISTILLING COMPANY LLC,Liberty & Plenty Distillery,609 FOSTER ST,DURHAM,NC,27701,S,ACTIVE,
NC-S-20096,"NEXT CENTURY SPIRITS MANUFACTURING, LLC",,400 VINTAGE PARK DR STE 140,ZEBULON,NC,27597,S,ACTIVE,
NC-S-20097,"LONERIDER SPIRITS, LLC",Lonerider Spirits,1839 S MAIN ST STE 602,WAKE FOREST,NC,27587,S,ACTIVE,
NC-S-20098,HIBERNIA DISTILLING COMPANY LLC,Great Wagon Road Distilling Company,610 ANDERSON ST,CHARLOTTE,NC,28205,S,ACTIVE,
NC-S-20099,"C. JOHNSON DISTILLERY, LLC",,305 COMMERCE DR,ELIZABETH CITY,NC,27909,S,ACTIVE,
NC-S-20102,"TABULA RASA, CO.",Aristotle Spirits,105 RAND MILL RD,GARNER,NC,27529,S,ACTIVE,
NC-S-20103,"TAR RIVER DISTILLERY, INC.",Tar River Distillery,218 E NASH ST,LOUISBURG,NC,27549,S,ACTIVE,
NC-S-20104,"PRIME BEVERAGE GROUP, LLC",,1858 KANNAPOLIS PKWY,KANNAPOLIS,NC,28027,S,ACTIVE,
NC-S-20106,"TROPHY ON MAYWOOD, LLC",,656 MAYWOOD AVE,RALEIGH,NC,27603,S,ACTIVE,
NC-S-20110,SNYDER AND CAUSEY CORPORATION,Mica Town Brewing,311 NC HWY 126,NEBO,NC,28761,S,ACTIVE,
NC-S-20111,"NORSE BREWING COMPANY, LLC",,203 BROOKS ST,WAKE FOREST,NC,27587,S,ACTIVE,
NC-S-20113,"MURTO MADE, LLC",Murto Made Distillery,166 N MAIN ST,MOORESVILLE,NC,28115,S,ACTIVE,
NC-S-20115,"HOPFLY BREWING COMPANY, LLC",,1327 S MINT ST STE A,CHARLOTTE,NC,28203,S,ACTIVE,
NC-S-20117,"DEVIL'S FOOT DISTILLERY, LLC",Friend of the Devil,131 SWEETEN CREEK RD,ASHEVILLE,NC,28803,S,ACTIVE,
NC-S-20118,"LONERIDER SPIRITS, LLC",Lonerider Spirits,,OAK ISLAND,NC,28465,S,ACTIVE,
NC-S-20119,"IZZYZ SPIRITS, INC",Wilmington Distillery,12 DOCK ST,WILMINGTON,NC,28401,S,ACTIVE,
NC-S-20121,BARREL'S BREWHOUSE 3PLAY LLC,Bootleggers and Barrels,417 S FRONT ST UNIT B,NEW BERN,NC,28560,S,ACTIVE,
NC-S-20122,"LONERIDER SPIRITS-DURHAM, LLC",Lonerider Spirits,708 E RAMSEUR ST,DURHAM,NC,27701,S,ACTIVE,
NC-S-20124,"SOUTHERN PINES BREWING COMPANY, LLC",,565 AIR TOOL DR STE E,SOUTHERN PINES,NC,28387,S,ACTIVE,
NC-S-20126,"WELDON MILLS DISTILLERY, LLC",Weldon Mills Distillery,300 E MAIN ST,DURHAM,NC,27701,S,ACTIVE,
NC-S-20127,"NINJA BREWING, INC.",Ninja Spirits,66 ASHELAND AVE,ASHEVILLE,NC,28801,S,ACTIVE,
NC-S-20128,BLU DISTILLING COMPANY LLC,Liberty and Plenty Distilling,2009 BEELER RD S,WILSON,NC,27895,S,ACTIVE,
NC-S-20129,HIBERNIA DISTILLING COMPANY LLC,Great Wagon Road Distilling Company,122 W NORTH MAIN ST,WAXHAW,NC,28173,S,ACTIVE,
NC-S-20130,"BBC INVESTMENTS, LLC",Incendiary Brewing Company,5495 WILLIAMS RD,LEWISVILLE,NC,27023,S,ACTIVE,
NC-S-20131,JETER MOUNTAIN FARM LLC,Jeter Mountain Farm,1126 JETER MOUNTAIN RD,HENDERSONVIILLE,NC,28739,S,ACTIVE,
NC-S-20132,"SUNSHINE PUNCH, LLC",,4206 BRIDGES ST,MOREHEAD CITY,NC,28557,S,ACTIVE,
NC-S-20133,"OXFORD OAKS DISTILLERY, LLC",,127 COLLEGE ST,OXFORD,NC,27565,S,ACTIVE,
NC-S-20134,HEMPFARMA NC INC,Doja Vineyard & Grounds,8690 NEW DENTON DR,CASTALIA,NC,27816,S,ACTIVE,
NC-S-20136,"CIDER BROS, LLC",Bull City Ciderworks,599 S RAILROAD ST,LEXINGTON,NC,27292,S,ACTIVE,
NC-S-20137,"THE THREE RING BREWING CO., LLC",Death Defying Spirits,197 HILLIARD AVE,ASHEVILLE,NC,28801,S,ACTIVE,
NC-S-20138,J & H WAXHAW LLC,Jekyll & Hyde Taphouse and Grill,216 W NORTH MAIN ST,WAXHAW,NC,28173,S,ACTIVE,
NC-S-20140,NATIVE SPIRITS LLC,,381 CLIFF RD,PENROSE,NC,28766,S,ACTIVE,
NC-S-20141,INBOX BEVERAGE INC.,,1 BALCRANK WAY,WEAVERVILLE,NC,28787,S,ACTIVE,
NC-S-20143,FARMERS RESERVE DISTILLERY INC,,1746 33RD ST NE,HICKORY,NC,28601,S,ACTIVE,
NC-S-20144,MONDAY NIGHT VENTURES LLC,Monday Night Brewing,2217 S TRYON ST,CHARLOTTE,NC,28203,S,ACTIVE,
NC-S-20145,BRAD HALLING AMERICAN WHISKEY CO. LLC,BHAWK,175 YADKIN RD,SOUTHERN PINES,NC,28387,S,ACTIVE,
NC-S-20146,"FOUR SAINTS BREWING COMPANY, LLC",,212 S FAYETTEVILLE ST UNIT,ASHEBORO,NC,27203,S,ACTIVE,
NC-S-20147,"NINJA BREWING, INC.",Ninja Spirits,77 COXE AVE,ASHEVILLE,NC,28801,S,ACTIVE,
NC-S-20148,"TW WAVERLY, INC.",Mystic Distillery at Triangle Wine,575 NEW WAVERLY PL STE 103-B,CARY,NC,27518,S,ACTIVE,
NC-S-20149,"CRUSH VODKA, LLC",Sup Dogs Distilling Co,218 E 5TH ST,GREENVILLE,NC,27858,S,ACTIVE,
NC-S-20150,"CRANFORD BREWING, LLC",,205 MAIN AVE NE,HICKORY,NC,28601,S,ACTIVE,
NC-S-20152,BEAUFORT SPIRITS COMPANY LLC,,814 W BEAUFORT RD,BEAUFORT,NC,28516,S,ACTIVE,
NC-S-20153,PINK CHIMNEY LLC,Pink Chimney,3012 POLK COUNTY LINE RD BLDG 2,RUTHERFORDTON,NC,28139,S,ACTIVE,
NC-S-20154,"BRANCH WATER DISTILLERY, INC",,301 ROANOKE RAPIDS RD,GASTON,NC,27832,S,ACTIVE,
NC-S-20155,MONSTER BREWING COMPANY LLC,,342 MOUNTAIN INDUSTRIAL DRIVE,BREVARD,NC,28712,S,ACTIVE,
NC-S-20156,"MYSTIC FARM & DISTILLERY, INC.",,1212 N MINERAL SPRINGS RD,DURHAM,NC,27703,S,ACTIVE,
NC-S-20157,"DUPLIN WINE CELLARS, INCORPORATED",,342 YELLOWCUT RD,ROSE HILL,NC,28458,S,ACTIVE,
NC-S-20158,"ABB PARTNERS, LLC",Grain and Barrel Spirits,400 VINTAGE PARK DR STE 110,ZEBULON,NC,27597,S,ACTIVE,
NC-S-20159,WISE MAN BREWING LLC,Wise Man Spirits,826 ANGELO BROTHERS AVE,WINSTON SALEM,NC,27101,S,ACTIVE,
NC-S-20161,"ELEVEN EAST, LLC",Eleven East Distillery,11 E MAIN ST STE B,THOMASVILLE,NC,27360,S,ACTIVE,
NC-S-20163,BAXTERS 1892 LLC,,5609 70 HWY,DOVER,NC,28526,S,ACTIVE,
NC-S-20164,"CAPE FEAR VINEYARD AND WINERY, LLC",Cape Fear Distillery,2 MARITIME WAY UNIT 1,BALD HEAD ISLAND,NC,28461,S,ACTIVE,
NC-S-20165,THE GARAGE BAR LLC,The Garage Bar,1209 E US HIGHWAY 70,NEW BERN,NC,28560,S,ACTIVE,
NC-S-20166,"HIPPIN HIPS BREWERY, INC.",Medusa CLT,2509 N DAVIDSON ST STE A,CHARLOTTE,NC,28205,S,ACTIVE,
NC-S-20167,"TROY & SONS DISTILLERS, LLC",Asheville Distilling Company,1891 SILVERS WELCH RD,OLD FORT,NC,28762,S,ACTIVE,
NC-S-20168,"TROY & SONS DISTILLERS, LLC",Asheville Distilling Company,111 HOWARD GAP RD,FLETCHER,NC,28732,S,ACTIVE,
NC-S-20169,MISFIT CORRAL LLC,,134 HENRY MARTIN TRL,STATESVILLE,NC,28625,S,ACTIVE,
NC-S-20172,"MILL CAMP WINES & CIDERS, LLC",Mill Camp Wines & Ciders,185 RIVERS CREST RD,BOONE,NC,28607,S,ACTIVE,
NC-S-20173,"CHILDRESS DISTILLERY, LLC",,1000 CHILDRESS VINEYARDS RD,LEXINGTON,NC,27295,S,ACTIVE,
NC-S-20174,SHREVE ALCOHOL COMPANY LLC,Shreve Whiskey,311 E A ST,BUTNER,NC,27509,S,ACTIVE,
NC-S-20176,UWHARRIE MOUNTAIN MOONSHINE LLC,,989 HIGHWAY 109 N,TROY,NC,27371,S,ACTIVE,
NC-S-20177,OAKLORE DISTILLING COMPANY LLC,,1425 WINNIFRED ST STE 103,CHARLOTTE,NC,28203,S,ACTIVE,
NC-S-20178,"HONEY I'M HOMESTEAD, LLC",,1750 SE PINE MEADOWS DR,BOLIVIA,NC,28422,S,ACTIVE,
NC-S-20179,C A HOLLIFIELD LLC,,1018 HARPER AVE NW STE C,LENOIR,NC,28645,S,ACTIVE,
NC-S-20180,"EUDA WINE, LLC",,164 COMMERCE ST STE 10,OLD FORT,NC,28762,S,ACTIVE,
NC-S-20181,"HOLLAND BROOKS DISTILLERY, INC.",,206 E 3RD AVE,LEXINGTON,NC,27292,S,ACTIVE,
NC-S-20182,"GOOSE AND THE MONKEY BREWHOUSE, LLC",,401 S RAILROAD ST,LEXINGTON,NC,27292,S,ACTIVE,
NC-S-20183,HIBERNIA DISTILLING COMPANY LLC,Great Wagon Road Distilling Company,102 TOWN SQ,BURNSVILLE,NC,28714,S,ACTIVE,
NC-S-20184,L&B DISTILLERY LLC,L&B Distillery,3580 OLD LUMBERTON RD,WHITEVILLE,NC,28472,S,ACTIVE,
NC-S-20185,HUGIN & MUNIN LLP,Toe River Distillery,368 OAK AVE UNIT C,SPRUCE PINE,NC,28777,S,ACTIVE,
NC-S-20186,OAKLORE DISTILLING COMPANY LLC,,4444 SOUTH BLVD,CHARLOTTE,NC,28209,S,ACTIVE,
NC-S-20187,NEW SARUM BREWING CO LLC,,109 N LEE ST BLDG 0,SALISBURY,NC,28144,S,ACTIVE,
NC-S-20188,"NUCLEUS DISTILLING, LLC",Boatman Spirits Company,715 SEABOARD STATION,RALEIGH,NC,27604,S,ACTIVE,
NC-S-20189,JEDIDIAH CRAFT DISTILLING LLC,Jedidiah craft distilling,274 AXTELL RIDGEWAY RD,NORLINA,NC,27563,S,ACTIVE,
